Overall_power,GPS_power,Wifi_power,Cellular_power,GPS_accuracy,Wifi_accuracy,Cellular_accuracy,GPS_strength,Wifi_strength,Cellular_strength,Battery_percentage,Frequency,Target
1.10E+03,4.93E+01,3.41E+01,2.83E+01,1.12E+01,3.72E+01,3.46E+01,-3.95E+01,-5.64E+01,-7.51E+01,1.99E+01,2,3
1.19E+03,6.34E+01,2.40E+01,6.67E+00,2.49E+01,2.26E+01,4.93E+01,-6.29E+01,-6.06E+01,-4.74E+01,7.58E+01,2,1
1.19E+03,6.34E+01,2.40E+01,6.67E+00,2.49E+01,2.26E+01,4.93E+01,-6.29E+01,-6.06E+01,-4.74E+01,7.58E+01,2,1
9.88E+02,4.82E+01,1.83E+01,1.90E+01,2.50E+01,3.35E+01,3.30E+01,-7.46E+01,-4.81E+01,-7.13E+01,7.12E+01,3,1
9.88E+02,4.82E+01,1.83E+01,1.90E+01,2.50E+01,3.35E+01,3.30E+01,-7.46E+01,-4.81E+01,-7.13E+01,7.12E+01,3,1
1.78E+03,6.27E+01,3.81E+01,2.31E+01,2.46E+01,2.75E+01,3.67E+01,-5.69E+01,-6.79E+01,-7.28E+01,7.59E+01,1,1
1.78E+03,6.27E+01,3.81E+01,2.31E+01,2.46E+01,2.75E+01,3.67E+01,-5.69E+01,-6.79E+01,-7.28E+01,7.59E+01,1,1
8.28E+02,47.82044546,3.43E+01,2.04E+01,1.61E+01,2.51E+01,4.74E+01,-3.36E+01,-7.70E+01,-6.63E+01,1.81E+01,2,3
8.28E+02,47.82044546,3.43E+01,2.04E+01,1.61E+01,2.51E+01,4.74E+01,-3.36E+01,-7.70E+01,-6.63E+01,1.81E+01,2,3
4.20E+02,4.58E+01,2.18E+01,1.87E+01,1.17E+01,2.34E+01,3.41E+01,-4.20E+01,-5.73E+01,-7.16E+01,9.63E+01,1,1
4.20E+02,4.58E+01,2.18E+01,1.87E+01,1.17E+01,2.34E+01,3.41E+01,-4.20E+01,-5.73E+01,-7.16E+01,9.63E+01,1,1
8.04E+02,6.98E+01,3.03E+01,1.49E+01,2.26E+01,2.39E+01,3.82E+01,-4.75E+01,-6.11E+01,-8.06E+01,1.89E-02,2,3
8.04E+02,6.98E+01,3.03E+01,1.49E+01,2.26E+01,2.39E+01,3.82E+01,-4.75E+01,-6.11E+01,-8.06E+01,1.89E-02,2,3
6.00E+00,5.37E+01,1.67E+01,2.45E+01,1.48E+01,3.55E+01,4.85E+01,-3.96E+01,-6.58E+01,-5.44E+01,2.78E+01,3,2
6.00E+00,5.37E+01,1.67E+01,2.45E+01,1.48E+01,3.55E+01,4.85E+01,-3.96E+01,-6.58E+01,-5.44E+01,2.78E+01,3,2
1.10E+03,8.01E+01,3.92E+01,2.46E+01,2.79E+01,3.30E+01,4.45E+01,-5.06E+01,-5.91E+01,-7.34E+01,6.93E+00,3,3
1.10E+03,8.01E+01,3.92E+01,2.46E+01,2.79E+01,3.30E+01,4.45E+01,-5.06E+01,-5.91E+01,-7.34E+01,6.93E+00,3,3
5.98E+02,4.03E+01,2.70E+01,1.50E+01,2.64E+01,2.30E+01,3.60E+01,-5.71E+01,-4.69E+01,-9.39E+01,8.70E+01,2,1
5.98E+02,4.03E+01,2.70E+01,1.50E+01,2.64E+01,2.30E+01,3.60E+01,-5.71E+01,-4.69E+01,-9.39E+01,8.70E+01,2,1
1.74E+03,1.97E+01,3.70E+01,3.02E+01,1.15E+01,3.98E+01,3.09E+01,-5.78E+01,-7.18E+01,-7.57E+01,3.67E+01,3,2
1.74E+03,1.97E+01,3.70E+01,3.02E+01,1.15E+01,3.98E+01,3.09E+01,-5.78E+01,-7.18E+01,-7.57E+01,3.67E+01,3,2
1.26E+03,1.60E+00,2.42E+01,2.08E+01,1.67E+01,3.33E+01,4.45E+01,-5.71E+01,-5.28E+01,-4.56E+01,4.95E+01,3,0
1.26E+03,1.60E+00,2.42E+01,2.08E+01,1.67E+01,3.33E+01,4.45E+01,-5.71E+01,-5.28E+01,-4.56E+01,4.95E+01,3,0
8.15E+02,8.97E+01,3.98E+01,1.85E+01,1.83E+01,2.88E+01,4.73E+01,-5.80E+01,-4.10E+01,-5.84E+01,9.53E+01,3,1
8.15E+02,8.97E+01,3.98E+01,1.85E+01,1.83E+01,2.88E+01,4.73E+01,-5.80E+01,-4.10E+01,-5.84E+01,9.53E+01,3,1
8.47E+02,5.01E+01,2.78E+01,2.91E+01,2.03E+01,3.88E+01,3.12E+01,-3.82E+01,-6.21E+01,-8.46E+01,9.51E+00,1,3
8.47E+02,5.01E+01,2.78E+01,2.91E+01,2.03E+01,3.88E+01,3.12E+01,-3.82E+01,-6.21E+01,-8.46E+01,9.51E+00,1,3
1.07E+03,5.83E+01,3.03E+01,2.40E+01,2.24E+01,2.81E+01,4.75E+01,-4.13E+01,-6.64E+01,-6.75E+01,7.02E+01,1,1
1.07E+03,5.83E+01,3.03E+01,2.40E+01,2.24E+01,2.81E+01,4.75E+01,-4.13E+01,-6.64E+01,-6.75E+01,7.02E+01,1,1
9.58E+02,3.95E+01,4.13E+01,2.25E+01,2.40E+01,3.25E+01,4.48E+01,-4.22E+01,-5.74E+01,-7.62E+01,9.62E+01,3,1
9.58E+02,3.95E+01,4.13E+01,2.25E+01,2.40E+01,3.25E+01,4.48E+01,-4.22E+01,-5.74E+01,-7.62E+01,9.62E+01,3,1
3.32E+02,3.80E+01,1.94E+00,3.04E+01,2.52E+01,2.34E+01,3.98E+01,-7.30E+01,-4.77E+01,-5.29E+01,2.15E+01,2,3
3.32E+02,3.80E+01,1.94E+00,3.04E+01,2.52E+01,2.34E+01,3.98E+01,-7.30E+01,-4.77E+01,-5.29E+01,2.15E+01,2,3
1.57E+03,4.49E+01,3.20E+01,2.21E+01,1.08E+01,2.46E+01,4.84E+01,-4.50E+01,-4.64E+01,-6.23E+01,9.12E+01,3,1
1.57E+03,4.49E+01,3.20E+01,2.21E+01,1.08E+01,2.46E+01,4.84E+01,-4.50E+01,-4.64E+01,-6.23E+01,9.12E+01,3,1
5.88E+02,1.01E+02,3.02E+01,2.33E+01,2.97E+01,2.83E+01,4.11E+01,-4.69E+01,-5.81E+01,-7.24E+01,5.23E+01,2,0
5.88E+02,1.01E+02,3.02E+01,2.33E+01,2.97E+01,2.83E+01,4.11E+01,-4.69E+01,-5.81E+01,-7.24E+01,5.23E+01,2,0
1138.530154,4.36E+01,4.06E+01,1.42E+01,1.87E+01,3.99E+01,3.95E+01,-4.76E+01,-3.86E+01,-8.63E+01,5.82E+01,2,0
1138.530154,4.36E+01,4.06E+01,1.42E+01,1.87E+01,3.99E+01,3.95E+01,-4.76E+01,-3.86E+01,-8.63E+01,5.82E+01,2,0
1.39E+03,3.12E+01,3.99E+01,1.80E+01,1.43E+01,3.68E+01,4.47E+01,-6.95E+01,-7.46E+01,-7.83E+01,3.96E+01,3,2
1.39E+03,3.12E+01,3.99E+01,1.80E+01,1.43E+01,3.68E+01,4.47E+01,-6.95E+01,-7.46E+01,-7.83E+01,3.96E+01,3,2
1.33E+03,7.12E+01,4.20E+01,1.67E+01,2.56E+01,2.51E+01,4.66E+01,-3.91E+01,-4.81E+01,-6.40E+01,9.22E+01,3,1
1.33E+03,7.12E+01,4.20E+01,1.67E+01,2.56E+01,2.51E+01,4.66E+01,-3.91E+01,-4.81E+01,-6.40E+01,9.22E+01,3,1
6.90E+02,8.26E+01,2.92E+01,1.99E+01,2.48E+01,3.96E+01,4.12E+01,-4.44E+01,-6.21E+01,-8.61E+01,1.53E+01,4,3
6.90E+02,8.26E+01,2.92E+01,1.99E+01,2.48E+01,3.96E+01,4.12E+01,-4.44E+01,-6.21E+01,-8.61E+01,1.53E+01,4,3
9.11E+02,7.83E+01,3.15E+01,1.61E+01,2.60E+01,3.38E+01,3.77E+01,-5.40E+01,-4.95E+01,-8.59E+01,8.95E+01,3,1
9.11E+02,7.83E+01,3.15E+01,1.61E+01,2.60E+01,3.38E+01,3.77E+01,-5.40E+01,-4.95E+01,-8.59E+01,8.95E+01,3,1
8.49E+02,5.91E+01,1.72E+01,1.74E+01,1.20E+01,3.00E+01,4.87E+01,-4.36E+01,-7.42E+01,-5.80E+01,5.86E+01,3,0
8.49E+02,5.91E+01,1.72E+01,1.74E+01,1.20E+01,3.00E+01,4.87E+01,-4.36E+01,-7.42E+01,-5.80E+01,5.86E+01,3,0
1.14E+03,5.29E+01,2.02E+01,1.79E+01,2.62E+01,3.95E+01,4.09E+01,-6.07E+01,-5.10E+01,-6.72E+01,1.11E+00,2,3
1.14E+03,5.29E+01,2.02E+01,1.79E+01,2.62E+01,3.95E+01,4.09E+01,-6.07E+01,-5.10E+01,-6.72E+01,1.11E+00,2,3
1.05E+03,4.44E+01,4.89E+01,2.14E+01,2.38E+01,3.82E+01,3.13E+01,-4.47E+01,-5.49E+01,-5.67E+01,5.99E-01,2,3
1.05E+03,4.44E+01,4.89E+01,2.14E+01,2.38E+01,3.82E+01,3.13E+01,-4.47E+01,-5.49E+01,-5.67E+01,5.99E-01,2,3
1.32E+03,4.04E+01,4.06E+01,1.34E+01,2.66E+01,2.52E+01,3.87E+01,-6.37E+01,-6.37E+01,-6.64E+01,7.09E+00,3,3
1.32E+03,4.04E+01,4.06E+01,1.34E+01,2.66E+01,2.52E+01,3.87E+01,-6.37E+01,-6.37E+01,-6.64E+01,7.09E+00,3,3
1.30E+03,3.30E+01,3.14E+01,1.43E+01,2.30E+01,2.63E+01,3.49E+01,-4.72E+01,-4.52E+01,-8.76E+01,1.12E+01,5,3
1.30E+03,3.30E+01,3.14E+01,1.43E+01,2.30E+01,2.63E+01,3.49E+01,-4.72E+01,-4.52E+01,-8.76E+01,1.12E+01,5,3
1.30E+03,3.57E+01,2.53E+01,2.01E+01,2.51E+01,3.42E+01,3.71E+01,-3.83E+01,-7.37E+01,-6.36E+01,2.05E+01,3,3
1.30E+03,3.57E+01,2.53E+01,2.01E+01,2.51E+01,3.42E+01,3.71E+01,-3.83E+01,-7.37E+01,-6.36E+01,2.05E+01,3,3
1.69E+03,5.01E+01,1.18E+01,2.36E+01,2.12E+01,3.53E+01,4.23E+01,-3.81E+01,-7.57E+01,-7.83E+01,9.44E+01,2,1
1.69E+03,5.01E+01,1.18E+01,2.36E+01,2.12E+01,3.53E+01,4.23E+01,-3.81E+01,-7.57E+01,-7.83E+01,9.44E+01,2,1
9.91E+02,4.73E+01,4.89E+01,1.96E+01,1.47E+01,2.45E+01,4.22E+01,-3.62E+01,-6.73E+01,-5.89E+01,3.20E+01,2,2
9.91E+02,4.73E+01,4.89E+01,1.96E+01,1.47E+01,2.45E+01,4.22E+01,-3.62E+01,-6.73E+01,-5.89E+01,3.20E+01,2,2
1.37E+03,4.53E+01,2.75E+01,1.91E+01,1.92E+01,2.22E+01,3.79E+01,-4.37E+01,-6.33E+01,-6.02E+01,4.74E+01,4,0
1.37E+03,4.53E+01,2.75E+01,1.91E+01,1.92E+01,2.22E+01,3.79E+01,-4.37E+01,-6.33E+01,-6.02E+01,4.74E+01,4,0
4.32E+02,4.14E+01,2.06E+01,2.25E+01,1.43E+01,2.89E+01,4.56E+01,-5.59E+01,-6.77E+01,-7.48E+01,8.75E+01,2,1
4.32E+02,4.14E+01,2.06E+01,2.25E+01,1.43E+01,2.89E+01,4.56E+01,-5.59E+01,-6.77E+01,-7.48E+01,8.75E+01,2,1
1.19E+03,7.13E+01,4.34E+01,2.59E+01,2.00E+01,2.06E+01,4.64E+01,-5.71E+01,-5.40E+01,-7.38E+01,5.31E+01,3,0
1.19E+03,7.13E+01,4.34E+01,2.59E+01,2.00E+01,2.06E+01,4.64E+01,-5.71E+01,-5.40E+01,-7.38E+01,5.31E+01,3,0
1.25E+03,5.11E+01,3.59E+01,1.96E+01,1.65E+01,2.94E+01,3.57E+01,-5.40E+01,-6.07E+01,-8.23E+01,3.73E+00,4,3
1.25E+03,5.11E+01,3.59E+01,1.96E+01,1.65E+01,2.94E+01,3.57E+01,-5.40E+01,-6.07E+01,-8.23E+01,3.73E+00,4,3
6.00E+02,1.31E+01,3.20E+01,2.23E+01,2.56E+01,3.24E+01,3.40E+01,-6.43E+01,-5.47E+01,-5.98E+01,2.32E+00,5,3
6.00E+02,1.31E+01,3.20E+01,2.23E+01,2.56E+01,3.24E+01,3.40E+01,-6.43E+01,-5.47E+01,-5.98E+01,2.32E+00,5,3
2.54E+03,5.34E+01,2.29E+01,1.90E+01,2.06E+01,3.51E+01,4.44E+01,-6.41E+01,-5.51E+01,-8.57E+01,5.72E+01,3,0
2.54E+03,5.34E+01,2.29E+01,1.90E+01,2.06E+01,3.51E+01,4.44E+01,-6.41E+01,-5.51E+01,-8.57E+01,5.72E+01,3,0
1.39E+03,5.87E+01,4.38E+01,1.74E+01,2.65E+01,2.82E+01,3.77E+01,-5.45E+01,-6.04E+01,-8.79E+01,8.55E-01,5,3
1.39E+03,5.87E+01,4.38E+01,1.74E+01,2.65E+01,2.82E+01,3.77E+01,-5.45E+01,-6.04E+01,-8.79E+01,8.55E-01,5,3
1.12E+02,1.89E+01,3.19E+01,2.28E+01,1.55E+01,3.65E+01,4.72E+01,-4.80E+01,-7.80E+01,-6.94E+01,7.85E+01,4,1
1.12E+02,1.89E+01,3.19E+01,2.28E+01,1.55E+01,3.65E+01,4.72E+01,-4.80E+01,-7.80E+01,-6.94E+01,7.85E+01,4,1
1.45E+03,3.95E+01,3.49E+01,2.02E+01,1.27E+01,3.22E+01,3.34E+01,-4.67E+01,-4.00E+01,-5.68E+01,7.63E+01,3,1
1.45E+03,3.95E+01,3.49E+01,2.02E+01,1.27E+01,3.22E+01,3.34E+01,-4.67E+01,-4.00E+01,-5.68E+01,7.63E+01,3,1
1.17E+03,2.45E+01,3.63E+01,2.57E+01,2.53E+01,3.90E+01,4.28E+01,-6.26E+01,-7.34E+01,-7.23E+01,7.08E+01,1,1
1.17E+03,2.45E+01,3.63E+01,2.57E+01,2.53E+01,3.90E+01,4.28E+01,-6.26E+01,-7.34E+01,-7.23E+01,7.08E+01,1,1
1.70E+03,8.28E+01,2.82E+01,2.06E+01,1.84E+01,3.64E+01,3.89E+01,-3.95E+01,-4.64E+01,-7.54E+01,3.22E+01,4,2
1.70E+03,8.28E+01,2.82E+01,2.06E+01,1.84E+01,3.64E+01,3.89E+01,-3.95E+01,-4.64E+01,-7.54E+01,3.22E+01,4,2
1.17E+03,4.16E+01,2.93E+01,2.25E+01,1.30E+01,2.47E+01,3.36E+01,-3.91E+01,-5.53E+01,-8.30E+01,6.18E+01,5,0
1.17E+03,4.16E+01,2.93E+01,2.25E+01,1.30E+01,2.47E+01,3.36E+01,-3.91E+01,-5.53E+01,-8.30E+01,6.18E+01,5,0
1.52E+03,5.49E+01,3.21E+01,2.12E+01,2.83E+01,3.41E+01,4.09E+01,-3.33E+01,-5.65E+01,-5.93E+01,5.59E+01,1,0
1.52E+03,5.49E+01,3.21E+01,2.12E+01,2.83E+01,3.41E+01,4.09E+01,-3.33E+01,-5.65E+01,-5.93E+01,5.59E+01,1,0
1.33E+03,3.31E+01,2.00E+01,2.04E+01,1.44E+01,3.93E+01,4.64E+01,-4.00E+01,-5.72E+01,-7.41E+01,3.07E+01,3,2
1.33E+03,3.31E+01,2.00E+01,2.04E+01,1.44E+01,3.93E+01,4.64E+01,-4.00E+01,-5.72E+01,-7.41E+01,3.07E+01,3,2
1.26E+03,5.50E+01,3.65E+01,2.41E+01,2.36E+01,3.60E+01,4.33E+01,-4.09E+01,-6.57E+01,-8.10E+01,7.59E+01,3,1
1.26E+03,5.50E+01,3.65E+01,2.41E+01,2.36E+01,3.60E+01,4.33E+01,-4.09E+01,-6.57E+01,-8.10E+01,7.59E+01,3,1
3.71E+02,5.49E+01,1.64E+01,1.40E+01,1.92E+01,3.12E+01,4.29E+01,-6.37E+01,-7.13E+01,-5.33E+01,6.69E+01,2,0
3.71E+02,5.49E+01,1.64E+01,1.40E+01,1.92E+01,3.12E+01,4.29E+01,-6.37E+01,-7.13E+01,-5.33E+01,6.69E+01,2,0
7.98E+02,4.85E+01,1.55E+01,1.84E+01,2.81E+01,3.96E+01,4.29E+01,-6.66E+01,-5.87E+01,-5.49E+01,6.43E+01,1,0
7.98E+02,4.85E+01,1.55E+01,1.84E+01,2.81E+01,3.96E+01,4.29E+01,-6.66E+01,-5.87E+01,-5.49E+01,6.43E+01,1,0
5.55E+02,6.29E+01,2.49E+01,2.76E+01,1.24E+01,3.71E+01,3.65E+01,-5.02E+01,-5.07E+01,-6.52E+01,9.22E+01,2,1
5.55E+02,6.29E+01,2.49E+01,2.76E+01,1.24E+01,3.71E+01,3.65E+01,-5.02E+01,-5.07E+01,-6.52E+01,9.22E+01,2,1
1094.788691,4.71E+01,4.09E+01,2.24E+01,2.56E+01,2.93E+01,3.06E+01,-6.00E+01,-5.43E+01,-6.23E+01,8.33E+01,1,1
1094.788691,4.71E+01,4.09E+01,2.24E+01,2.56E+01,2.93E+01,3.06E+01,-6.00E+01,-5.43E+01,-6.23E+01,8.33E+01,1,1
1.27E+03,4.67E+01,3.46E+01,1.92E+01,2.15E+01,3.18E+01,3.05E+01,-5.39E+01,-7.10E+01,-6.93E+01,7.99E+01,2,1
1.27E+03,4.67E+01,3.46E+01,1.92E+01,2.15E+01,3.18E+01,3.05E+01,-5.39E+01,-7.10E+01,-6.93E+01,7.99E+01,2,1
2.87E+02,5.54E+01,4.08E+01,6.10E+00,2.81E+01,3.46E+01,4.92E+01,-6.11E+01,-5.77E+01,-7.24E+01,7.55E+01,5,1
2.87E+02,5.54E+01,4.08E+01,6.10E+00,2.81E+01,3.46E+01,4.92E+01,-6.11E+01,-5.77E+01,-7.24E+01,7.55E+01,5,1
3.23E+02,4.68E+01,1.14E+01,2.00E+01,1.04E+01,2.65E+01,4.69E+01,-3.69E+01,-5.85E+01,-7.23E+01,1.32E+01,5,3
3.23E+02,4.68E+01,1.14E+01,2.00E+01,1.04E+01,2.65E+01,4.69E+01,-3.69E+01,-5.85E+01,-7.23E+01,1.32E+01,5,3
1.11E+03,4.45E+01,2.94E+01,2.55E+01,1.25E+01,3.86E+01,3.23E+01,-5.70E+01,-6.64E+01,-1.00E+02,9.71E+01,5,1
1.11E+03,4.45E+01,2.94E+01,2.55E+01,1.25E+01,3.86E+01,3.23E+01,-5.70E+01,-6.64E+01,-1.00E+02,9.71E+01,5,1
5.23E+02,2.96E+01,3.57E+01,2.91E+01,2.23E+01,3.47E+01,4.02E+01,-5.07E+01,-4.73E+01,-6.40E+01,4.33E+01,4,2
5.23E+02,2.96E+01,3.57E+01,2.91E+01,2.23E+01,3.47E+01,4.02E+01,-5.07E+01,-4.73E+01,-6.40E+01,4.33E+01,4,2
6.29E+02,6.68E+01,1.80E+01,2.20E+01,2.23E+01,3.81E+01,4.95E+01,-3.75E+01,-5.61E+01,-5.50E+01,4.33E+00,3,3
6.29E+02,6.68E+01,1.80E+01,2.20E+01,2.23E+01,3.81E+01,4.95E+01,-3.75E+01,-5.61E+01,-5.50E+01,4.33E+00,3,3
6.38E+02,9.11E+01,4.03E+01,2.19E+01,1.12E+01,2.82E+01,4.99E+01,-4.63E+01,-6.41E+01,-8.75E+01,1.31E+01,4,3
6.38E+02,9.11E+01,4.03E+01,2.19E+01,1.12E+01,2.82E+01,4.99E+01,-4.63E+01,-6.41E+01,-8.75E+01,1.31E+01,4,3
1.04E+03,9.07E+01,2.99E+01,2.60E+01,1.52E+01,2.76E+01,3.51E+01,-5.13E+01,-8.78E+01,-6.38E+01,3.07E+00,1,3
1.04E+03,9.07E+01,2.99E+01,2.60E+01,1.52E+01,2.76E+01,3.51E+01,-5.13E+01,-8.78E+01,-6.38E+01,3.07E+00,1,3
1.39E+03,4.73E+01,4.69E+01,1.56E+01,1.51E+01,3.02E+01,4.68E+01,-4.45E+01,-6.29E+01,-5.17E+01,8.89E+01,2,1
1.39E+03,4.73E+01,4.69E+01,1.56E+01,1.51E+01,3.02E+01,4.68E+01,-4.45E+01,-6.29E+01,-5.17E+01,8.89E+01,2,1
1110.950366,5.70E+01,3.06E+01,1.55E+01,1.00E+01,2.96E+01,3.63E+01,-4.15E+01,-4.85E+01,-7.66E+01,4.64E+01,3,0
1110.950366,5.70E+01,3.06E+01,1.55E+01,1.00E+01,2.96E+01,3.63E+01,-4.15E+01,-4.85E+01,-7.66E+01,4.64E+01,3,0
4.16E+02,3.77E+01,2.02E+01,2.94E+01,1.36E+01,3.98E+01,3.12E+01,-4.39E+01,-6.12E+01,-8.09E+01,9.82E+01,1,1
4.16E+02,3.77E+01,2.02E+01,2.94E+01,1.36E+01,3.98E+01,3.12E+01,-4.39E+01,-6.12E+01,-8.09E+01,9.82E+01,1,1
1.39E+03,5.36E+01,4.35E+01,2.03E+01,1.99E+01,2.86E+01,3.79E+01,-3.64E+01,-6.77E+01,-7.16E+01,8.17E+01,2,1
1.39E+03,5.36E+01,4.35E+01,2.03E+01,1.99E+01,2.86E+01,3.79E+01,-3.64E+01,-6.77E+01,-7.16E+01,8.17E+01,2,1
1.64E+03,6.60E+01,3.81E+01,2.25E+01,2.50E+01,2.46E+01,3.48E+01,-5.10E+01,-6.59E+01,-4.61E+01,9.90E+00,1,3
1.64E+03,6.60E+01,3.81E+01,2.25E+01,2.50E+01,2.46E+01,3.48E+01,-5.10E+01,-6.59E+01,-4.61E+01,9.90E+00,1,3
1.74E+03,1.73E+01,3.50E+01,2.38E+01,2.42E+01,3.76E+01,4.77E+01,-5.12E+01,-7.41E+01,-7.98E+01,4.39E+01,3,2
1.74E+03,1.73E+01,3.50E+01,2.38E+01,2.42E+01,3.76E+01,4.77E+01,-5.12E+01,-7.41E+01,-7.98E+01,4.39E+01,3,2
7.55E+02,2.40E+01,2.37E+01,1.05E+01,2.16E+01,2.70E+01,3.53E+01,-3.76E+01,-4.28E+01,-6.97E+01,4.51E+01,5,0
7.55E+02,2.40E+01,2.37E+01,1.05E+01,2.16E+01,2.70E+01,3.53E+01,-3.76E+01,-4.28E+01,-6.97E+01,4.51E+01,5,0
8.74E+02,2.72E+01,3.07E+01,1.84E+01,2.73E+01,2.07E+01,3.90E+01,-5.12E+01,-5.83E+01,-4.16E+01,3.44E+00,5,3
8.74E+02,2.72E+01,3.07E+01,1.84E+01,2.73E+01,2.07E+01,3.90E+01,-5.12E+01,-5.83E+01,-4.16E+01,3.44E+00,5,3
1.75E+03,6.55E+01,2.26E+01,1.56E+01,2.01E+01,3.99E+01,3.79E+01,-6.45E+01,-7.40E+01,-5.86E+01,9.25E+01,4,1
1.75E+03,6.55E+01,2.26E+01,1.56E+01,2.01E+01,3.99E+01,3.79E+01,-6.45E+01,-7.40E+01,-5.86E+01,9.25E+01,4,1
1.79E+03,5.14E+01,4.68E+01,1.30E+01,2.36E+01,2.88E+01,4.20E+01,-5.33E+01,-4.47E+01,-5.89E+01,3.17E+01,1,2
1.79E+03,5.14E+01,4.68E+01,1.30E+01,2.36E+01,2.88E+01,4.20E+01,-5.33E+01,-4.47E+01,-5.89E+01,3.17E+01,1,2
1.45E+03,3.42E+01,3.11E+01,1.23E+01,2.16E+01,3.21E+01,4.65E+01,-3.81E+01,-4.43E+01,-7.89E+01,2.56E+01,2,2
1.45E+03,3.42E+01,3.11E+01,1.23E+01,2.16E+01,3.21E+01,4.65E+01,-3.81E+01,-4.43E+01,-7.89E+01,2.56E+01,2,2
7.97E+02,6.20E+01,2.57E+01,2.05E+01,1.12E+01,3.01E+01,3.95E+01,-2.91E+01,-3.87E+01,-8.53E+01,3.01E+01,4,2
7.97E+02,6.20E+01,2.57E+01,2.05E+01,1.12E+01,3.01E+01,3.95E+01,-2.91E+01,-3.87E+01,-8.53E+01,3.01E+01,4,2
1.17E+03,2.35E+01,4.78E+01,2.62E+01,2.06E+01,2.14E+01,4.56E+01,-3.09E+01,-4.82E+01,-8.27E+01,4.25E+01,3,2
1.17E+03,2.35E+01,4.78E+01,2.62E+01,2.06E+01,2.14E+01,4.56E+01,-3.09E+01,-4.82E+01,-8.27E+01,4.25E+01,3,2
1.09E+03,2.77E+01,3.75E+01,2.01E+01,1.96E+01,2.53E+01,3.16E+01,-4.75E+01,-3.73E+01,-5.63E+01,9.83E+01,1,1
1.09E+03,2.77E+01,3.75E+01,2.01E+01,1.96E+01,2.53E+01,3.16E+01,-4.75E+01,-3.73E+01,-5.63E+01,9.83E+01,1,1
1.71E+03,3.96E+01,2.30E+01,1.28E+01,2.84E+01,3.60E+01,3.55E+01,-5.19E+01,-7.06E+01,-6.23E+01,6.57E+01,4,0
1.71E+03,3.96E+01,2.30E+01,1.28E+01,2.84E+01,3.60E+01,3.55E+01,-5.19E+01,-7.06E+01,-6.23E+01,6.57E+01,4,0
1.98E+02,5.56E+01,3.07E+01,2.50E+01,2.06E+01,3.00E+01,3.92E+01,-4.34E+01,-6.03E+01,-7.49E+01,4.31E+01,3,2
1.98E+02,5.56E+01,3.07E+01,2.50E+01,2.06E+01,3.00E+01,3.92E+01,-4.34E+01,-6.03E+01,-7.49E+01,4.31E+01,3,2
5.78E+02,4.44E+01,2.25E+01,1.66E+01,2.33E+01,2.76E+01,3.08E+01,-2.94E+01,-7.11E+01,-7.58E+01,8.75E+01,4,1
5.78E+02,4.44E+01,2.25E+01,1.66E+01,2.33E+01,2.76E+01,3.08E+01,-2.94E+01,-7.11E+01,-7.58E+01,8.75E+01,4,1
4.45E+02,5.80E+01,2.21E+01,2.46E+01,1.45E+01,2.64E+01,3.59E+01,-4.66E+01,-5.61E+01,-6.16E+01,8.50E+01,3,1
4.45E+02,5.80E+01,2.21E+01,2.46E+01,1.45E+01,2.64E+01,3.59E+01,-4.66E+01,-5.61E+01,-6.16E+01,8.50E+01,3,1
1.12E+03,5.55E+01,2.60E+01,2.21E+01,2.65E+01,2.80E+01,3.67E+01,-6.47E+01,-6.66E+01,-6.15E+01,2.32E+01,1,3
1.12E+03,5.55E+01,2.60E+01,2.21E+01,2.65E+01,2.80E+01,3.67E+01,-6.47E+01,-6.66E+01,-6.15E+01,2.32E+01,1,3
8.44E+02,3.23E+01,3.25E+01,2.26E+01,1.33E+01,2.01E+01,3.67E+01,-5.52E+01,-5.38E+01,-5.65E+01,5.95E+01,4,0
8.44E+02,3.23E+01,3.25E+01,2.26E+01,1.33E+01,2.01E+01,3.67E+01,-5.52E+01,-5.38E+01,-5.65E+01,5.95E+01,4,0
1.15E+03,6.56E+01,2.89E+01,1.95E+01,1.08E+01,2.28E+01,4.32E+01,-4.52E+01,-7.37E+01,-7.32E+01,7.30E+01,3,1
1.15E+03,6.56E+01,2.89E+01,1.95E+01,1.08E+01,2.28E+01,4.32E+01,-4.52E+01,-7.37E+01,-7.32E+01,7.30E+01,3,1
8.02E+02,6.30E+01,4.34E+01,1.04E+01,1.92E+01,3.21E+01,3.20E+01,-5.40E+01,-6.66E+01,-6.78E+01,3.60E+01,2,2
8.02E+02,6.30E+01,4.34E+01,1.04E+01,1.92E+01,3.21E+01,3.20E+01,-5.40E+01,-6.66E+01,-6.78E+01,3.60E+01,2,2
8.80E+02,9.87E-01,2.12E+01,2.27E+01,1.96E+01,3.15E+01,4.24E+01,-5.09E+01,-6.17E+01,-6.44E+01,2.49E+01,4,3
8.80E+02,9.87E-01,2.12E+01,2.27E+01,1.96E+01,3.15E+01,4.24E+01,-5.09E+01,-6.17E+01,-6.44E+01,2.49E+01,4,3
1.42E+03,3.67E+01,3.38E+01,2.48E+01,1.21E+01,2.84E+01,4.23E+01,-5.06E+01,-5.38E+01,-7.69E+01,9.72E+01,3,1
1.42E+03,3.67E+01,3.38E+01,2.48E+01,1.21E+01,2.84E+01,4.23E+01,-5.06E+01,-5.38E+01,-7.69E+01,9.72E+01,3,1
